Intermediate,Pair,Parent_1,Parent_2
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,206,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,C[NH2+]CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
[NH3+]CC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)cc(F)c2N[C@H]3c2ccccc2)C(=O)CCC[NH+](C)C)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)cc(F)c2N[C@H]3c2ccccc2)C(=O)C[NH3+])cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CCCC[NH+](C)C)C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)cc(F)c2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)cc(F)c2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)ccc2N[C@H]3c2ccccc2)C(=O)CCC[NH+](C)C)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)ccc2N[C@H]3c2ccccc2)C(=O)C[NH3+])cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CCCC[NH+](C)C)C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)ccc2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)c2cc(Br)ccc2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)cc(F)c2N[C@H]3c2ccccc2)C(=O)CCC[NH+](C)C)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)cc(F)c2N[C@H]3c2ccccc2)C(=O)C[NH3+])cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CCCC[NH+](C)C)C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)cc(F)c2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)cc(F)c2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH+](C)CCCCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)ccc2N[C@H]3c2ccccc2)C(=O)CCC[NH+](C)C)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)ccc2N[C@H]3c2ccccc2)C(=O)C[NH3+])cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
Cc1ccc(C(=O)N(CCCC[NH+](C)C)C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C(F)(F)F)ccc2N[C@H]3c2ccccc2)cc1,207,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1)c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccccc1)c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)ccc1N[C@H]2c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)cc(F)c1N[C@H]2c1ccccc1)c1ccccc1,208,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@@H](CN(CC[NH3+])c3ccccc3)CC[C@H]1[C@H](c1ccccc1)N2,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
FC(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccsc1)c1ccccc1,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@@H](CN(CC[NH3+])c3ccccc3)CC[C@H]1[C@H](c1ccsc1)N2,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
FC(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccsc1)N2,209,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
C[NH+](C)CCNC(=O)N(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1)c1ccccc1,210,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,C[NH+](C)CCNC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,210,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,C[NH+](C)CCNC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
FC(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,211,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
Cc1ccc2c(c1)[C@H]1O[C@@H](CN(CC[NH3+])c3ccccc3)CC[C@H]1[C@H](c1ccccc1)N2,211,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1)c1ccccc1,212,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)S(=O)(=O)CCC[NH3+]
[NH3+]CCCS(=O)(=O)N(CC[NH3+])C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,212,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)S(=O)(=O)CCC[NH3+]
C[NH+](C)CCOC(=O)N(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1)c1ccccc1,213,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,C[NH+](C)CCOC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCNC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,213,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,C[NH+](C)CCOC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1)c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)cc(F)c1N[C@H]2c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1)c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1)c1ccccc1,214,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1cc(F)c2c(c1)[C@H]1O[C@@H](C[NH2+]CCO)CC[C@H]1[C@H](c1ccccc1)N2,217,OCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Cl)=CC(F)=C1N[C@H]2C1=CC=CC=C1,CC(C)(C)C1=CC=C2N[C@@H](C3=CSC=C3)[C@@H]3CCCO[C@@H]3C2=C1
